TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
3.575873016,4.84749e-05,1.10236,0.00380408,0.0523379,3.22179,0.102323,0,0.0284703,0.800307,1.1549,0,1.65399
3.622312925,0.000562877,1.0263,0.00339213,0.0193232,3.3357,0.209529,0.0120338,0.00504088,0.639703,1.27482,0,1.51982
3.668752834,0.0235514,0.964548,0.000111175,0.0176646,3.17014,0.193006,0,0.0104495,0.608392,1.44685,0,1.55427
3.715192744,0.0347812,1.20621,0,0.0102838,3.11123,0.0969961,0,0.00491417,0.946907,1.47198,0,1.61382
3.761632653,7.09825e-05,1.44479,0,0.00286157,3.23074,0.108522,0,0.00316679,1.14018,1.42795,0,1.61877
3.808072562,4.91293e-05,1.57614,0.182696,0.0408893,3.41885,0.122996,0.0134033,0.00509241,1.17304,1.36698,0,1.59734
3.854512472,0.000189964,1.55582,0.126006,0.0646913,3.55545,0.126669,0.0254197,0.133376,0.972413,1.411,0,1.50407
3.900952381,0.000141914,1.28989,1.1163e-05,0.0112743,3.73424,0.112617,0.0306099,0.0577571,0.941771,1.20815,0,1.50369
3.947392290,0.00702957,0.681019,0.00351464,0.272463,3.70597,0.0635004,0.147475,0,1.06366,0.738603,0.00446461,1.62227
3.993832200,0.0849815,0.136195,0.00303799,0.520897,3.18018,0.00902221,0.138884,0,1.25879,0.37383,0,1.81136
4.040272109,0.150349,0,0,0.473182,2.71904,0,0.168005,0,1.32667,0.447842,0,1.87649
4.086712018,0.17384,0.000882919,0.000457267,0.470158,2.71448,0,0.328751,0,1.22734,0.597635,0.0136302,2.00638
4.133151927,0.223236,0.00208221,0.000522645,0.604367,2.85374,0,0.390227,0,1.38255,0.494774,0.00126612,2.25398
4.179591837,0.274268,0.00301772,0.0021629,0.754225,3.17535,0,0.457967,0,1.85265,0.0449385,0,2.41138
4.226031746,0.13161,0.00308011,0,0.72607,3.06971,0.0126424,0.471999,0,2.2175,0.113438,0.0890337,2.66001
4.272471655,0.0656549,0.00236221,0.00109501,0.691699,3.04494,0.0808441,0.462754,0,2.43913,0.146488,0.152599,2.68145
4.318911565,0.0812977,0.00158861,0.00405422,0.703545,3.03667,0.187458,0.464025,0,2.40286,0.149611,0.032059,2.43694
4.365351474,0.103557,0.000221896,0.00431493,0.747567,3.16036,0.184486,0.466359,0.0239487,2.09313,0.0559941,0,2.02486
4.411791383,0.135606,0,0.168563,0.718775,3.14882,0.0339472,0.329591,0.0045589,1.70131,0.0492577,0,1.99375
4.458231293,0.120383,0,1.16513,0.698752,2.89412,0.0191998,0.240665,0,1.41281,0.0328371,0,2.32603
4.504671202,0.0673876,0.000425641,1.92661,0.932743,2.01777,0.0165312,1.42434,0.00183049,1.04529,0.0706956,0.0601071,2.31237
4.551111111,0.0771062,0.00256737,2.28492,0.903338,0.61237,0.0134403,1.99756,0,0.9749,0.568196,0.0819235,2.29498
4.597551020,0.0462803,0.00262206,2.51192,0.729572,0.00831769,0.00730834,2.12287,0,0.91801,0.732685,0.0116444,2.21243
4.643990930,0.0214589,0.00196074,2.64089,0.630677,0,0.00654084,2.09592,0,0.935544,0.729657,0,2.14272
4.690430839,0.0550536,0.00211728,2.65423,0.577447,0,0.00756682,2.09171,0,0.809347,0.833211,0,1.93827
4.736870748,0.10769,0.00346846,2.57015,0.601735,0,0.00803603,2.1458,0.0106176,0.739958,1.00927,0,1.79306
4.783310658,0.133299,0.00435525,2.57505,0.705952,0.091921,0.00670371,2.17877,0.027894,0.656409,1.06325,0,1.611
4.829750567,0.0143834,0.0982439,2.67844,0.680868,0.0296818,0.00758136,2.28951,0.0303462,0.723539,1.08022,0.000250894,1.64093
4.876190476,0.0371189,0.053538,2.71466,0.672272,0.0493502,0.00591131,2.25144,0,0.699514,1.08382,0.00586773,1.65085
4.922630385,0.0128626,0.224484,2.71473,0.407506,0.0489139,0.0586533,2.29911,0,0.740968,1.0578,0.00181712,1.59143
4.969070295,0,0.988105,2.55233,0.0238175,0.0188038,0.149728,2.21985,0,0.710412,1.42473,0,1.49479
5.015510204,0.0113137,1.24212,2.5402,0.0198299,0.0915546,0.141794,2.18483,0,0.677808,1.51819,0,1.57154
5.061950113,0,1.31752,2.53214,0.0128473,0.0762055,0.162908,2.19097,0,0.671802,1.45504,0,1.58682
5.108390023,0.0232943,1.34023,2.53765,0.0125952,0.028037,0.148188,2.24294,0,0.665967,1.44112,0,1.53884
5.154829932,0.095474,1.26187,2.5607,0.00844932,0.0938398,0.199788,2.26239,0,0.646986,1.38483,0,1.45699
5.201269841,0.0476935,1.05078,2.55495,0.00757765,0.211004,0.210205,2.31073,0.011856,0.544851,1.49078,0,1.29739
5.247709751,0.0289939,0.959447,2.61154,0.0086369,0.292821,0.130851,2.37087,0,0.50862,1.58527,0,1.17118
5.294149660,0,0.903405,2.62199,0.0115926,0.508884,0.128056,2.41809,0,0.492445,1.70068,0.0127445,1.05207
5.340589569,0,0.99054,2.56441,0.0125804,0.731823,0.129387,2.32561,0,0.421555,1.68404,0.0663421,1.08369
5.387029478,0.00364952,0.992848,2.51647,0.0193771,0.66052,0.133277,2.14057,0,0.756951,1.4354,0.109155,1.32979
5.433469388,0.0756691,0.765687,2.46107,0.118434,0.239143,0.123678,2.01591,0.000325849,1.23846,1.28038,0.110844,1.61349
5.479909297,0.147719,0.509413,2.44844,0.306325,0.0338226,0.0966903,2.00283,0,1.67652,0.894724,0.00170247,1.71252
5.526349206,0.182867,0.123791,2.34958,0.503162,0.000695712,0.00707916,2.0212,0.00928039,1.78715,0.325624,0.00130307,1.834
5.572789116,0.193086,0.00252835,2.27094,0.505624,0,0,2.32284,0.0542292,1.53053,0.277014,0,1.83219
5.619229025,0.0428153,0.380107,2.3551,0.344657,0.0342439,0.0606407,2.67492,0.0217774,1.06413,0.377545,0.13572,1.72799
5.665668934,0.000289111,0.705621,2.38571,0.226027,0.130651,0.398472,2.42029,0.00394224,0.574915,0.499243,0.242469,1.47749
5.712108844,0.000188989,0.641599,2.28207,0.0787175,0.237221,0.602844,2.08438,0.0055187,0.487311,0.624483,0.310136,1.29095
5.758548753,0.000341671,0.559462,2.22053,0.0824159,0.065149,0.686224,1.92168,0.00625194,0.652994,0.734233,0.279717,1.53041
5.804988662,0.000397459,0.491121,2.27913,0.0970162,0.038321,0.688076,2.09841,0.00719322,0.85013,0.708124,0.205265,1.61924
5.851428571,0.000342306,0.447281,2.14443,0.10706,0.0169254,0.691853,2.26477,0.00721468,0.964173,0.895272,0.0761712,1.55788
5.897868481,0.00131587,0.489247,2.40955,0.124754,0.0105932,0.763276,2.19711,0.00774141,0.835947,0.791452,0.0792865,1.54971
5.944308390,0,0.506936,2.59023,0.119866,0.0262132,0.769572,2.16275,0.00783646,0.538391,1.06234,0.148673,1.38409
5.990748299,0.000293099,0.406625,2.58,0.077052,0.0563192,0.706383,2.19995,0.00859757,0.396722,1.62914,0.250296,0.999724
6.037188209,0.000384063,0.310925,2.6566,0.0606647,0.0680328,0.592168,2.25575,0.00808961,0.492037,1.86168,0.268919,0.365625
6.083628118,0.000249793,0.110149,2.93279,0.19385,0.0735123,0.451982,2.24031,0.00747817,0.646108,1.90168,0.173173,0.109764
6.130068027,0.0233814,0.104708,2.94318,0.282837,0.0856485,0.283172,2.0916,0.00591929,0.612268,1.96906,0.124217,0.0884402
6.176507937,0.0106636,0.120478,2.86707,0.252653,0.12111,0.183148,2.19808,0.0265456,0.467093,2.00829,0.149109,0.0489046
6.222947846,0.0457385,0.13275,2.80157,0.197296,0.102869,0.243899,2.18022,0.0518754,0.369486,2.05511,0.19458,0.0229888
6.269387755,0.0652151,0.112928,2.78535,0.177163,0.0769137,0.335294,2.06402,0.0604128,0.343709,2.09874,0.192967,0.019779
6.315827664,0.0816033,0.063487,2.81937,0.234126,0.0496136,0.353819,2.01509,0.0689532,0.444151,2.13986,0.134981,0.0264867
6.362267574,0.0642449,0.0511427,2.93126,0.330378,0.0517353,0.364445,2.06548,0.0457146,0.455431,2.17529,0.0621246,0.0697328
6.408707483,0.0543528,0.0425089,2.93268,0.212212,0.126199,0.218887,2.10244,0.0341194,0.401326,2.21756,0,0.0282519
6.455147392,0.00778022,0.0489752,2.8752,0.093221,0.56895,0,2.13833,0.046933,0.191951,2.64729,0,0
6.501587302,0,0.257111,2.80434,0.134634,0.710522,0.000772338,2.15227,0.0730644,0.253911,2.72666,0,0
6.548027211,0.000217134,0.572299,2.89458,0.179009,0.739486,0.0151701,2.11636,0.0310329,0.316886,2.71934,0,0
6.594467120,0.000187884,0.776992,2.92731,0.326904,0.798355,0.0323898,2.21527,0.0128701,0.416149,2.76245,0.0462576,0
6.640907029,0,0.905161,2.88756,0.299009,0.810953,0.0667541,2.27159,0.00844554,0.503093,2.71277,0.0944876,0
6.687346939,0,0.932521,2.85458,0.274591,0.650271,0.0776341,2.33596,0.00523873,0.543518,2.59032,0.110137,0
6.733786848,0,0.885508,2.91995,0.199986,0.570609,0.110959,2.3659,0.00285258,0.57572,2.42012,0.0522504,0
6.780226757,0.000416561,0.840246,2.94978,0.190034,0.617872,0.12841,2.33693,0.00497902,0.567055,2.32109,0,2.86769e-05
6.826666667,0.000548825,0.805786,2.94341,0.216399,0.639226,0.130333,2.30484,0.009029,0.557031,2.34058,0,0.000175341
6.873106576,0.000585136,0.790673,2.93094,0.286425,0.590904,0.128203,2.31056,0.00842367,0.544589,2.45134,0,0.000229746
6.919546485,0.00053735,0.769178,2.9105,0.303603,0.515527,0.148812,2.25745,0.00590048,0.962012,2.26208,0,0.000127577
6.965986395,0.00042081,0.599871,2.85128,0.29217,0.361222,0.138867,2.11945,0.00486783,1.61931,1.70446,0.0327181,0.46954
7.012426304,0.0174669,0.197618,2.79292,0.421915,0.0863617,0.0838081,2.02823,0.0203631,2.1578,1.28297,0.0413714,0.939047
7.058866213,0.0333127,0,2.60278,0.622533,0.0480628,0.0324468,1.70372,0.214929,2.13468,1.12556,0.0630057,0.965544
7.105306122,0.077665,0,2.66369,0.778835,0.0175909,0.0360694,1.6995,0.140539,1.94572,1.13024,0.0706448,1.18686
7.151746032,0.157539,0,2.7091,1.01693,0.0193392,0.0374871,1.70781,0.171483,2.00602,1.03185,0.0127639,1.54792
7.198185941,0.168969,0.053287,2.68469,0.886656,0.11956,0.0235385,1.7061,0.124382,2.32925,0.95034,0.000667345,1.98119
7.244625850,0.161166,0.193339,2.70254,0.879542,0.149511,0,1.80174,0.0623417,2.40386,1.32136,0.00169746,2.36246
7.291065760,0.131857,0.136691,2.67971,0.916649,0.234416,0,1.91475,0.0613521,2.35878,1.57781,0.00208104,2.44962
7.337505669,0.0341728,0,2.77874,0.943724,0.128722,0,1.94381,0.0371323,2.27081,1.6134,0.00206042,2.37123
7.383945578,0.0199772,0,2.80379,1.04946,0.0755406,0,1.95792,0.0442444,2.04315,1.43775,0.000574987,1.898
7.430385488,0.0373601,0.0515761,2.584,0.996097,0.237482,0.00329368,2.21741,0.0685594,1.77424,1.49198,0,1.02453
7.476825397,0.0214266,1.05072,1.83181,0.773541,1.09913,0.00433762,2.22421,0.0745998,1.52574,1.37305,0,0.491017
7.523265306,0,1.92542,0.887419,0.694072,1.7142,0.0510608,2.01637,0.0788739,1.27684,1.39063,0.00982206,0.319581
7.569705215,0.0235931,2.08337,0.550123,0.686008,1.98181,0.171281,1.9109,0.0719715,0.958102,1.41534,0.0398787,0.336694
7.616145125,0.0334321,2.03943,0.285984,0.71398,2.14254,0.262797,1.93467,0.0277209,0.65291,1.30504,0.00830727,0.441774
7.662585034,0.0163185,2.10654,0.158714,0.716624,2.18818,0.314094,1.76146,0,0.570206,1.3532,0,0.63047
7.709024943,0.119047,2.21258,0.164988,0.753172,2.19063,0.158316,1.67302,0,0.923336,1.41987,0.193958,0.531113
7.755464853,0.603845,2.16936,0.185923,0.817764,2.06033,0.00667156,1.69655,0.0152506,1.13181,1.5507,0.16471,0.184161
7.801904762,0.748873,2.21826,0.137442,0.930766,1.86304,0,1.64668,0.0527954,0.915378,1.72048,0.078688,0.0471069
7.848344671,0.505602,2.29864,0.0662818,0.833538,1.83988,0,1.64373,0.0575832,0.73769,1.9137,0.236003,0.134793
7.894784580,0.373419,2.43896,0.0928845,0.691613,1.83588,0.00985692,1.44257,0.0248263,0.633956,1.95762,0.323261,0.299555
7.941224490,0.243206,3.08673,0.218928,0.0735968,2.29414,0.0404606,1.03195,0.00530324,0.15787,3.1403,0.289979,0.154291
7.987664399,0.235417,3.26866,0.183812,0,2.1752,0.0705435,1.17235,7.63606e-05,0.412241,2.84175,0.161761,0.102788
8.034104308,0.373227,3.34268,0.123172,0.121159,2.0303,0.0737328,1.32481,0,0.476867,2.59153,0.0304261,0.0240004
8.080544218,0.458358,3.32454,0.0960506,0.101995,1.90622,0.0895187,1.36396,0,0.494955,2.50158,0,0.00321822
8.126984127,0.376097,3.27988,0.154462,0.0246923,1.86256,0.110334,1.40586,0,0.540577,2.50371,0,0
8.173424036,0.144,3.27329,0.19003,0.0221924,1.90981,0.148077,1.3659,0,0.548632,2.53578,0.142678,0.00771841
8.219863946,0.123278,3.26603,0.193829,0.0194846,1.95784,0.248298,1.37152,0,0.533868,2.58826,0.147362,0.0145035
8.266303855,0.289898,3.18408,0.161917,0.0160889,1.95825,0.363321,1.37708,0,0.460904,2.57525,0,6.43939e-06
8.312743764,0.354805,3.1066,0.111483,0.00206817,1.87972,0.176721,1.26868,0,0.395025,2.54351,0,0.0307039
8.359183673,0.283094,3.07231,0.0786093,0,1.85542,0.0913336,1.42555,0.0158759,0.32129,2.32938,0,0.0945188
8.405623583,0.315093,2.97121,0.127285,0,1.9425,0.0802628,1.94149,0.0150374,0.270084,1.78537,0,0.0806928
8.452063492,0.500109,2.59508,0.166921,0.017102,1.93622,0.0536626,2.40052,9.80039e-05,0.19294,1.43138,0.153113,0.259487
8.498503401,0.504378,2.1202,0.192035,0.0360991,1.95099,0.000616584,2.5113,0,0.116043,1.27277,0.327421,0.184491
8.544943311,0.37203,1.71306,0.233616,0.189629,2.26488,0.0073714,2.18431,0,0.252835,1.52791,0.290083,0.300227
8.591383220,0.108463,1.70945,0.233993,0.231823,2.59451,0.00524159,1.74479,0,0.218373,1.69353,0.0312681,0.578122
8.637823129,0.00106492,1.6623,0.0865749,0.246809,2.5347,0,1.6517,0,0.0597073,1.8412,0,0.690989
8.684263039,0.0724047,1.57073,0.00385795,0.245508,2.49182,0,1.79777,0.0178702,0.0585251,1.9161,0,0.561487
8.730702948,0.115964,1.61746,0.0055554,0.209004,2.50798,0,1.89582,0.0106927,0.0559646,1.97047,0,0.583688
8.777142857,0.0701169,1.70103,0.0141329,0.141721,2.72204,0.0119182,1.94868,0,0.053713,1.98104,0,0.527972
8.823582766,0.061546,1.6729,0.0925204,0.0828508,2.78949,0.036547,1.95783,0,0.0395219,2.05249,0,0.423829
8.870022676,0.0991098,1.66627,0.0203363,0.0922349,2.76508,0.0329642,1.80711,0.0260433,0.0208476,2.00347,0,0.405895
8.916462585,0.116771,1.74412,0,0.124579,2.6923,0,1.70702,0.0686979,0.0226895,1.87728,0.0254498,0.752825
8.962902494,0.0424997,1.97177,0.000844156,0.128311,2.79635,0,1.46192,0.0596001,0.038961,1.27759,0.0632013,1.46469
9.009342404,0.0335421,1.67588,0,0.119809,3.55697,0,1.31331,0.0564212,0.0647743,0.492729,0.102427,2.07509
9.055782313,0.0107618,0.821985,0,0.131799,4.09299,0,0.807352,0.0458125,0.292855,0.0896165,0.111286,2.42732
9.102222222,0,0,0,0.127321,4.15064,0,0.388319,0.010473,0.558384,0.11013,0.0967629,2.64436
9.148662132,0,0,0.000983147,0.142561,4.12533,0,0.512609,0,0.587003,0.130787,0.100514,2.58502
9.195102041,0,0,0.00207045,0.154228,3.87797,0.0678077,0.277774,0,0.677874,0.484224,0.0452141,2.36647
9.241541950,0.00272253,0,0.00174069,0.0921605,3.913,0.147325,0.283798,0,0.760764,0.419623,0,2.20757
9.287981859,0,0,0.000170089,0.0328861,4.10681,0.0823837,0.232543,0,0.799375,0.186986,0.110665,2.35847
9.334421769,0,0,0.00238838,0.0234693,4.30924,0.103627,0.172249,0,0.796309,0.111079,0.0304735,2.5695
9.380861678,0,0.141375,0.00347986,0.0253114,4.28538,0.202721,0.0693432,0,1.25313,0.0403151,0,2.42821
9.427301587,0,0.86146,0.00259151,0.0270476,3.75172,0.358857,0,0,1.0961,0,0.00234253,1.98401
9.473741497,0,1.03614,0.00173887,0.100806,3.52798,0.140774,0,0,1.01311,0.137332,0,1.95754
9.520181406,0,1.16699,0,0.102728,3.52021,0.129872,0.115994,0.0143259,0.992902,0.544143,0,1.84873
9.566621315,0,1.20249,0,0.0584349,3.44442,0.112604,0.102778,0.0159063,1.00005,0.959769,0,1.77769
9.613061224,0,1.17178,0.000149085,0.0221891,3.43894,0.10578,0,0.0404038,1.01113,1.24638,0,1.5828
9.659501134,0.00155521,1.10657,2.55451e-05,0.0171256,3.43297,0.103751,0,0.0448822,0.90362,1.65275,0.0755844,1.42874
9.705941043,0.0192832,1.13083,1.68548e-05,0.015472,3.41605,0.104684,0,0.0163421,0.743125,1.89207,0.0540857,1.37774
9.752380952,0.042211,1.14738,0.000501963,0.00846125,3.18688,0.111016,0,0.000359158,0.784957,2.15975,0.0288105,1.46249
9.798820862,0.0433173,1.16219,0,0.00553977,3.13654,0.11589,0,0.000239357,0.910622,2.24917,0.0426451,1.46955
9.845260771,0.000105184,1.17851,0,0.0765291,3.32899,0.114283,0.00929109,0.00102694,0.996136,2.00857,0.0507022,1.5429
