TIME,27.7576,30.2811,32.8045,35.3279,37.8513,40.3748,42.8982,45.4216,47.945,50.4684,52.9919,55.5153,58.0387,60.5621,63.0856,65.609,68.1324,70.6558,73.1792,75.7027,78.2261,80.7495,83.2729,85.7964,88.3198,90.8432,93.3666,95.89,98.4135,100.937,103.46,105.984,108.507,111.031,113.554,116.077,118.601,121.124,123.648,126.171,128.695,131.218,133.741,136.265,138.788,141.312,143.835,146.358,148.882,151.405,153.929,156.452,158.976,161.499,164.022,166.546,169.069,171.593,174.116,176.64,179.163,181.686,184.21,186.733,189.257,191.78,194.304,196.827,199.35,201.874,204.397,206.921,209.444,211.967,214.491,217.014,219.538,222.061,224.585,227.108,229.631,232.155,234.678,237.202,239.725,242.249,244.772,247.295,249.819,252.342,254.866,257.389,259.912,262.436,264.959,267.483,270.006,272.53,275.053,277.576,280.1,282.623,285.147,287.67,290.194,292.717,295.24,297.764,300.287,302.811,305.334,307.858,310.381,312.904,315.428,317.951,320.475,322.998,325.521,328.045,330.568,333.092,335.615,338.139,340.662,343.185,345.709,348.232,350.756,353.279,355.803,358.326,360.849,363.373,365.896,368.42,370.943,373.466,375.99,378.513,381.037,383.56,386.084,388.607,391.13,393.654,396.177,398.701,401.224,403.748,406.271,408.794,411.318,413.841,416.365,418.888,421.411,423.935,426.458,428.982,431.505,434.029,436.552,439.075,441.599,444.122,446.646,449.169,451.693,454.216,456.739,459.263,461.786,464.31,466.833,469.357,471.88,474.403,476.927,479.45,481.974
0.000000000,946.643,911.328,1390.63,1071.35,481.083,306.619,1541.06,2894.73,2826.06,1889.3,814.38,134.032,222.973,498.594,1073.76,2491.31,2996.71,1595.97,235.633,166.115,732.569,606.147,289.695,1458.05,3072.03,3343.21,3662.09,4652.64,5769,13380.9,25173.4,25173.4,16461.1,13063.8,13429.2,12324.9,8550.56,3890.46,1208.25,98.3571,779.646,2258.1,2506.27,2605.19,2402.89,1324.47,736.964,673.368,381.06,355.252,1491.35,4086.41,5993.99,4721.14,1946.25,416.878,271.231,1113.67,3012.34,5482.99,7680.6,7220.02,3774.81,831.03,97.5323,337.898,732.386,3509.98,7933.92,11307.6,16764.6,26424.8,34600.4,34452.2,26069.4,16050.4,10678.9,8674.31,8023.34,9083.28,7073.02,1871.01,232.122,3232.2,5523.16,4173.5,2365.57,2118.48,2262.39,2461.61,3907.36,7049.7,8384.96,5053.19,989.994,153.562,1109.38,1576.36,738.761,78.3814,1752.51,4084.03,4079.64,2762.27,1511.51,461.409,168.426,948.255,4463.34,9479.41,12115.2,10820.7,8798.69,12957.5,18274.9,15016.7,8849.33,5141.34,2518.37,2833.25,5377.85,5794.08,3512.64,2588.57,3469.31,3334.71,2327.7,914.477,344.509,1733.72,3635.32,4430.28,3216.07,1242.67,529.805,570.449,252.818,16.7729,87.2355,119.656,312.854,863.55,2770.63,5091.55,4597.26,2853.07,2122.67,1492.21,1050.76,748.452,516.032,1863.41,5902.89,10488.5,23417.5,43744.7,40788,19975.2,12649.1,10163.6,4105.19,2716.61,4363.85,5149.98,6604.32,7638.78,5748.64,5090.49,6298.6,5243.78,2689.51,946.422,181.368,7.51244,68.5676,349.828,602.761,265.033,54.6591,683.923,2245.39
1.486077098,641.72,972.199,1574.99,1182.5,766.171,695.697,2318.82,3698.24,3241.86,2129.82,878.96,84.0106,226.462,472.053,999.892,3062.97,3992.31,2168.54,381.696,282.946,1028.61,741.396,129.533,1699.78,3576.56,3519.98,3412.12,5124.7,5028.13,14379.1,33632,31047.1,16202.8,13826.8,14671.2,14119.5,10252.6,4081.15,1236.2,74.4653,971.94,2902.62,2456.66,2853.13,2860.66,1314.2,671.649,813.276,623.344,600.617,1919.11,5549.16,8356.15,6265.7,2528.94,610.729,373.282,1338.6,3697.71,6180.96,9311.69,9534.78,4699.71,1154.92,300.222,438.512,492.465,4151.32,9014.37,11578,17234.6,29122.7,39432.8,38887.3,28454.3,16069.9,10094.1,8754.89,7421.75,10151.7,8869.27,2194.76,194.984,4008.34,7023.97,4636.95,2153.69,2361.3,2754.76,3626.14,6152.89,10479.5,12214.1,7075.5,1043.97,134.529,1236.68,2009.91,936.72,28.0629,2226.09,5523.18,5025.13,2996.55,2135.97,772.124,85.3324,1243.92,6476.05,12242.5,14482.7,12576.9,7993.63,13974.2,23790.9,17374.4,8873.6,5787.21,1979.43,2709.48,6069.99,6942.79,3542.85,2187.88,4126.24,3440.88,2635.19,1002.15,181.133,2008.28,4329.12,5795.44,4753.82,2197.01,1076.69,926.801,343.471,0.942343,104.815,77.9898,319.896,774.81,3091.8,6758.45,5289.65,2651.11,2348.22,1415.72,1105.55,916.659,846.998,2782.43,8231.1,10846.9,24866,60861.9,54137,17755.2,13402,11683,3444.49,2220.88,4500.28,4988.95,6549.25,8938.54,5493.33,4860.79,7319.37,6126.7,3034.28,1019.28,247.231,21.4538,54.3101,435.899,860.283,452.495,175.488,826.487,2575.58
2.972154195,333.834,1122.04,1412.49,1200.6,955.941,1134.35,3162.67,4024.21,3141.44,2153.11,788.639,80.4787,245.746,400.907,816.12,3341.35,4470.82,2760.74,518.688,344.068,1350.85,908.633,65.2177,1708.12,3683.42,3188.68,2657.37,4907.46,3682.42,13201.2,40227.1,33499.1,12924.5,12852.6,13523.8,14008.9,10699.3,3789.96,1044.32,196.447,1290.74,3347.28,1932.62,2757.91,3005.29,1102.72,520.19,820.917,872.744,852.756,2001.96,6671.65,10126.4,7005.91,2964.32,732.228,420.735,1406.34,3973.15,5985.69,9504.87,11336,4977.09,1348.61,668.296,563.882,291.242,4447.3,8863.23,10085.8,15129.5,27712.3,38717.5,37890.2,26699.2,13917,7905.75,7802.86,5548.94,9977.81,9870.56,2474.9,398.681,4519.72,7728.84,4600.6,1517.88,2388.34,2744.05,4434.78,8331.46,12953.5,15090.3,9104.05,1105.55,151.693,1196.92,2304.23,1073.97,121.389,2632.03,6436.11,5514.37,2580.75,2664.63,1275.32,15.6139,1722.61,8317.12,13418.9,14876.5,12659.2,6054.96,12856.9,27826,17219,7447.48,5828.89,1248.88,2307.99,5949.13,7146.38,3356.6,1406.73,4607.9,2797.68,2738.38,1082.63,134.346,1971.13,4579.79,6318.24,6092.46,3300.48,1596.71,1255.54,504.727,26.7259,111.107,43.716,263.179,631.619,2879.83,8109.9,5434.72,1921.65,2426.19,1025.11,1085.36,875.289,1186.96,3595.07,9768.65,10132.1,21491.8,76310.3,64896.1,11860.7,13153.4,11516.8,2564.83,1563.12,3918.94,4297.43,5229.88,9584.4,4359.75,4131.86,7316.75,6125.04,3141.62,835.623,389.821,44.8776,34.3542,527.337,983.278,732.528,393.954,804.605,2606.52
4.458231293,419.067,1379.61,954.691,1165.14,941.213,1464.99,4031.47,3599.26,2715.72,1829.71,655.493,92.9495,262.602,386.382,647.823,3298.89,4138.88,3362.82,601.157,323.693,1697.51,1098.81,146.163,1522.82,3262.05,2617.95,1622.53,4180.37,2178.28,10383.1,43557.3,32303.5,8022.54,10230.7,10719.6,11720.7,9952.64,3104.04,777.345,443.719,1605.82,3586.15,1104.79,2514.01,2652.91,863.656,296.876,734.001,980.173,1130.51,1601.53,7334.24,10754.4,6587.49,3192.71,720.27,403.76,1298.9,3687.72,5094,8070.17,12431.3,4396.06,1422.55,1079.41,718.211,269.845,4504.95,7228.16,7602.75,11286.8,22428.4,33205.4,31275.8,21981.7,9976.79,5191.19,6009.35,3141.81,8870.66,9666.91,2648.15,802.452,4606.67,7404.4,4110.69,721.708,2281.74,2142.21,4795.8,9563.46,13823.2,15820.3,10720.5,1441.96,155.675,1088.07,2434.78,998.227,433.278,2973.81,6236.39,5718.84,1564.01,3144.79,1843.74,89.7063,2248.31,9753.52,12302.3,13408.5,10836.3,3976.34,9774.66,30239.9,14319.7,5518.69,4907.24,766.736,1899.51,4932.2,6447.32,3064.97,773.067,4676.9,1812.24,2550.51,1312.41,244.6,1540.25,4494.31,5594.95,6972.87,4308.47,1796.56,1536.78,712.979,108.77,117.054,23.9426,179.289,451,2293.4,8679.34,5379.58,975.053,2461.63,510.29,923.757,751.568,1317.63,4013.08,10310,8264.74,15111.9,86809.8,72684,5072.53,11558.4,9993.73,1739.71,1084.34,2782.08,3282.08,3265.77,9402.32,3018.22,3297.13,6284.71,5214.65,3071.1,457.035,638.551,134.986,79.2052,603.9,877.526,1144.72,656.818,601.644,2380.26
5.944308390,1093.99,1566.4,514.836,983.459,858.76,1452.12,5000.35,2487.18,2309.44,1144.28,600.446,67.3742,320.279,481.492,722.989,2892.96,3147.83,3870.6,657.722,291.758,1959.44,1315.14,373.475,1122.71,2579.41,1906.06,693.891,3372.77,846.106,6960.92,43320.1,28565.1,3611.99,6627.88,7310.26,8159.5,8097.02,2482.05,515.274,764.085,1744.19,3604.75,400.9,2229.35,1938.85,664.623,101.637,609.174,879.773,1443.23,872.525,7574.82,9981.93,5185.84,3148.97,582.643,345.343,1026.46,2948.26,3863.56,5439.35,12948,3175.38,1524.23,1333.89,765.591,574.336,4592.17,4429.45,5251.69,7241.03,14854.5,25420.2,20858.9,16518.1,5263.28,2935.4,4070.44,1001.14,7729.35,7861.98,2874.58,1109.85,4279.27,6196.1,3283.79,127.695,2178.35,1168.39,4776.17,9266.58,12812.1,14229.2,11131.8,2490.42,195.831,1241.83,2398.63,727.628,1060.21,2992.83,5093.61,5622.68,516.592,3459.95,2332.89,355.87,2840.52,10000.3,9817.1,10094.7,8335.58,2192.59,5774.01,31789.9,9665.9,3977.92,3199.74,722.37,1807.11,3288.11,5093.85,2856.94,598.319,4339.41,914.426,2179.66,1696.05,462.457,932.807,4090.23,3928.9,7181.99,5140.54,1440.02,1886.16,813.534,206.333,185.065,59.4823,57.1207,310.601,1656.07,8201.91,5343.41,360.665,2671.64,123.43,841.344,573.258,1340.16,3630.69,10600.8,5042.59,8198.83,91530.6,78895.9,765.196,7975,8396.16,1140.04,627.585,1745.19,2103.14,1379.64,8667.92,2170.31,2776.43,4489.36,3803.03,2786.91,109.349,982.075,418.446,319.097,645.398,637.962,1654.75,885.368,325.704,1947.27
7.430385488,2281.93,1572.53,229.203,762.755,741.744,1182.81,5835.87,1460.14,2172.08,390.7,762.118,4.50523,614.524,675.537,939.313,2359.82,1761.09,4330.73,768.449,375.942,1971.29,1492.53,708.747,614.331,1889.79,1180.49,211.868,2688.09,73.1092,3901.8,40430.1,24427.6,1190.73,3138.16,4059.3,4844.96,5390.59,2356.87,445.384,1020.75,1582.06,3508.22,162.437,1854.83,1244.21,464.866,50.6385,546.972,640.212,1828.32,250.392,7364.78,8083.25,3296.33,2866.1,394.355,306.656,609.344,2117.36,2496.16,2688.76,12974.2,2202.81,1850.75,1262.13,760.837,1454.21,4415.18,1913.64,3564.37,4409.01,7804.31,17826.6,10565.1,11683.4,1721.27,1466.22,2528.84,263.247,6849.59,5033.59,3170.08,1034.86,3863.76,4435.74,2429.77,93.1857,2026.76,380.833,4169.47,7912.96,9842.75,11402.9,9607.59,4580.39,614.45,2156.2,2234.19,503.033,1791.3,2653.61,3406.61,5335.1,9.82386,3666.27,2484.28,734.727,3432.73,8869.76,6877.34,5888.18,6535.61,839.011,2671.2,33564.2,5616.49,3040.29,1539.22,1166.61,1751.63,1793.57,3366.59,2839.15,990.086,3620.51,444.727,1772.04,2196.87,680.418,433.534,3297.41,2243.23,6409.36,6186.41,588.051,2556.68,666.605,322.393,428.791,205.898,6.28535,180.795,1240.93,6811.83,5314.99,607.437,3168.91,272.56,837.362,521.902,1310.63,2648.37,11076.3,1514,2934.32,92510.6,86944.5,521.336,3471.16,7009.66,915.856,436.401,761.526,1196.71,339.871,7311.14,2518.57,2736.79,2497.66,2269.89,2414.38,14.4684,1347.25,938.862,857.689,756.688,492.427,2156.4,961.447,104.661,1514.48
8.916462585,3716.71,1304.34,165.504,654.211,582.203,932.708,6086.92,1408.43,2495.62,274.796,1337.27,135.65,1281.86,908.386,1063.92,1872.65,661.293,4491.73,1125.78,636.432,1709.88,1525.99,1094.5,175.954,1264.08,697.065,213.271,2014.73,147.348,1812.78,36321.5,22367.7,755.575,857.744,1573.21,2456.77,2900.81,2629.08,641.562,1188.4,1170.32,3393.77,428.417,1419.37,773.38,292.339,235.905,559.845,487.099,2280.03,216.311,6666.77,5712.05,1488.93,2489.8,264.123,243.989,264.628,1395.03,1224.31,840.01,12672.2,2580.08,2562.2,995.668,790.191,2777.12,4088.25,588.031,2646.08,3535.08,3472.15,12457.8,3989.04,8276.55,417.838,815.709,1692.42,1106.72,6328.5,2355.74,3428.31,648.639,3799.08,2693.18,1782.17,684.132,1832.59,9.96824,3331.17,5842.63,5907.85,8546.08,6343.94,7732.05,2050.46,3958.61,2185.86,420.607,2393.01,2015.34,1826.34,4832.17,471.114,3747.48,2187.45,1156.67,3689.15,6908.48,3988.67,2554.88,5577.96,321.581,2315.18,36545.3,4848.72,2522.88,631.6,1860.89,1672.92,681.404,1858.39,2892.88,1718.86,2653.41,460.397,1531.62,2547.62,871.459,164.445,2427.65,999.361,4914.57,7602.1,6.36968,3838.84,465.429,655.509,1006.67,461.111,102.14,101.978,1008.68,5037.92,5087.84,1838.93,3873.31,1049.98,1119.37,779.565,1056.23,1884.05,10846.2,173.271,276.444,94910.5,100743,3412.4,585.099,5365.49,914.388,432.875,210.557,640.146,152.274,5593.34,4153.44,3108.38,888.21,971.333,2088.04,302.98,1599.86,1539.59,1713.22,1142.38,742.034,2496.25,844.055,2.18808,1180.56
10.402539683,4738.15,918.029,234.354,621.748,520.152,847.474,5632.78,2464.81,3476.49,1555.45,2590.63,905.839,2245.46,1086.59,1037.36,1472.37,226.558,4272.24,1769.59,1070.13,1259.81,1380.97,1417.94,0.537817,811.846,395.351,482.293,1411.83,824.416,689.632,32639.8,23633,1389.22,35.1057,285.193,1066.58,1283.86,2997.06,1157.75,1224.58,740.258,3261.53,996.824,962.111,598.834,193.701,654.843,619.629,571.56,2694.52,1060.08,5606.12,3437.97,331.84,2176.35,248.502,144.214,69.6084,885.896,354.032,210.695,12348.4,5021.93,3737.41,799.275,886.366,3952.45,4019.81,672.215,2308.75,4006.87,2569.1,10458,2721.29,6264.47,990.812,778.608,1685.6,2848.06,5905.19,897.563,3470.52,515.445,4298.84,1716.72,1469.86,1472.43,1585.27,203.694,2527.05,3549.85,2430.63,6352.76,2704.49,11707.2,5161.36,6070.94,2316.66,544.419,2842.59,1154.65,724.318,4282.82,1909.49,3525.58,1638.93,1398.47,3561.05,4478.72,2013.71,868.159,4903.07,1104.25,5526.53,41336,8801.29,2452.82,530.108,2269.24,1657.56,100.281,761.033,2971.21,2289.21,1723.02,767.638,1398.05,2635.63,974.063,190.553,1664.42,312.923,3441.05,8957.75,826.377,5953.8,814.618,1498.63,1990.16,790.161,282.069,112.757,922.403,3323.37,4434.11,3553.38,4899.9,2202.3,1454.38,1291.29,960.94,1720.48,9187.62,2439.66,540.175,104489,123406,7611.61,478.323,3352.07,1068.36,296.406,97.6939,550.468,514.786,3746.5,6778.66,3535.54,121.769,202.67,1714.76,897.997,1756.53,1962.99,2661.35,1995.68,1603.28,2624.86,564.401,99.5459,935.439
11.888616780,4936.41,575.735,329.759,613.929,571.129,997.221,4547.76,4136.67,5256.62,4337.72,4647.62,2686.31,3317.55,1124.09,870.172,1199.94,373.561,3797.71,2500.22,1550.06,819.954,1147.95,1579.27,122.828,545.915,183.242,757.569,930.406,1533.55,414.919,30470,27009.4,2442.66,143.206,26.7799,502.939,655.806,3021.2,2003.98,1100.7,485.284,3098.26,1568.59,528.635,625.534,268.454,1152.24,737.536,864.157,2927.44,2669.96,4388.75,1692.67,124.624,1964.15,367.463,51.7384,6.2216,582.99,23.2104,504.922,12250.5,9237.25,5299.23,959.228,999.288,4555.96,4275.14,1648.36,2456.34,4525.14,4228.37,11594.3,5799.5,5399.73,2041.87,1015.13,2324.07,4343.42,5563.43,709.172,3354.56,1309.9,5298.68,1884.53,1479.24,1950.41,1364.25,768.956,1836.69,1646.28,428.388,4968.74,694.461,15696.2,10015.4,7809.14,2416.73,947.721,3031.77,428.529,160.959,3823.65,3874.09,2978.53,1057.72,1289.19,3124.49,2217.61,1097.53,469.134,4285.33,3136.73,11661.3,47339.5,16852.6,3175.86,904.251,2025.55,1702.93,10.0026,210.717,2903.66,2376.71,983.92,1098.65,1291.86,2388.49,1024.12,346.714,1116.53,111.588,2425.53,9844.44,3668.53,8769.54,2335.42,2994.59,3355.85,1140.85,418.385,217.568,824.334,1962.64,3433.99,4886.91,6154.07,3289.75,1605.14,2000.81,1213.6,1906.34,6736.22,7396.56,4750.07,123252,152743,13645.9,2438.87,1576.95,1226.58,119.664,365.283,877.524,912.155,2450.02,9599.39,4000.08,25.0598,3.92183,1307.32,1578.7,1762.39,2023,3469.24,3257.03,3008.88,2629.41,241.699,449.208,757.259
