Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0ipLnUeK5PODrTKyT3wVGT,"Shoop","Very Necessary","Salt-N-Pepa",1993-10-12,248573,0,false,,2018-12-24T13:20:15Z,"old school hip hop","Universal Music Group",0.939,0.68,0,-7.29,1,0.219,0.0881,0,0.0554,0.81,96.916,4
spotify:track:2T43UrvAg60ubJVo5KQ3t7,"Come and Get Your Love (Rerecorded)","The Best of Redbone","Redbone",2010-03-05,208306,62,false,,2018-12-24T13:20:15Z,"native american music","K-Tel",0.793,0.481,2,-14.246,1,0.0279,0.227,0.00127,0.06,0.97,107.744,4
spotify:track:4ZgGzEmSTRjJ2dqxHhibP0,"Save Yourself","Sick Boy...Save Yourself","The Chainsmokers;NGHTMRE",2018-08-24,210626,0,false,,2018-12-24T13:20:15Z,"dubstep,edm,edm trap,future bass","Disruptor Records/Columbia",0.617,0.856,4,-5.222,0,0.0353,0.00101,0.00645,0.0893,0.103,146.021,4
spotify:track:5v4o42r2nTxqiLCEghAVap,"Get Loose","Get Loose","Showtek;Noisecontrollers",2013,334299,34,false,,2018-12-24T13:20:15Z,"hardstyle,big room,electronica,edm,frenchcore,hardcore","OWSLA",0.413,0.953,1,-3.609,1,0.132,0.00021,0.667,0.217,0.166,136.341,4
spotify:track:2PS19zZcoFrMCZFqtcvIXz,"Trumpets","Trumpets","Timmy Trumpet;Lady Bee",2018-08-10,150857,0,false,,2018-12-24T13:20:15Z,"melbourne bounce,big room,moombahton,future house","Hussle Recordings",0.742,0.906,0,-5.722,1,0.0939,0.00726,0.00343,0.0757,0.603,105.025,4
spotify:track:7yYLIIScUpH76gDKUyFahn,"Uluwatu","Uluwatu","Dropgun;Jesse Wilde",2018-06-01,157447,27,false,,2018-12-24T13:20:15Z,"future house,big room,melbourne bounce","Dharma",0.307,0.946,6,-1.826,0,0.07,0.00159,0.608,0.0842,0.0943,139.877,4
spotify:track:5Zpe48RJ5Vs1YuFRodYdeS,"Game Over","Game Over","Martin Garrix;LOOPERS",2018-04-20,155644,44,false,,2018-12-24T13:20:15Z,"edm,progressive house,electronica,bass house,future house,big room","Epic Amsterdam",0.606,0.941,1,-3.203,1,0.0895,0.00401,0.136,0.398,0.396,128.018,4
spotify:track:0zSikR336ROg778SbJ8XtH,"HUMBLE.","DAMN. COLLECTORS EDITION.","Kendrick Lamar",2017-12-08,177000,0,true,,2018-12-24T13:20:15Z,"hip hop,west coast hip hop","Aftermath III JV",0.908,0.621,1,-6.638,0,0.102,0.000282,0.0000539,0.0958,0.421,150.011,4
spotify:track:5o0RoCEFMDrQg0xy0i6t20,"Groeien - Radio Edit","Groeien (Radio Edit)","Paul Elstak;Dr Phunk;Joel Beukers",2018-08-10,158844,37,false,,2018-12-24T13:20:15Z,"happy hardcore,gabber,hardcore,hardstyle,hardcore techno,frenchcore,big room,hard techno","Foolish",0.617,0.876,7,-4.165,1,0.136,0.163,0,0.807,0.226,154.931,4
spotify:track:5Qw6359qWB9JdwIXYS0lxj,"Project T - Martin Garrix Remix","Project T (Martin Garrix Remix)","Dimitri Vegas & Like Mike;Sander van Doorn;Martin Garrix",2013-10-14,312197,0,false,,2018-12-24T13:20:15Z,"big room,electronica,edm,progressive house","Spinnin' Records",0.561,0.725,9,-7.212,0,0.042,0.00358,0.857,0.0872,0.117,127.993,4
spotify:track:75iGW6GTfBU7j6ldQNAvu4,"Anthem (feat. Kris Kiss)","Anthem (feat. Kris Kiss)","Hardwell;Steve Aoki;Kris Kiss",2018-04-13,163125,0,false,,2018-12-24T13:20:15Z,"big room,edm,progressive house,electronica,electro house,future house","Dim Mak",0.652,0.969,10,-4.051,1,0.105,0.00464,0.0000312,0.297,0.185,128.012,4
spotify:track:1CnN9udhDokm7lARZjMji2,"Killer Queen - Remastered 2011","Sheer Heart Attack (2011 Remaster)","Queen",1974-11-08,179600,0,false,,2018-12-24T13:20:15Z,"classic rock,rock,glam rock","Universal Music Group",0.535,0.651,10,-6.326,1,0.0544,0.391,0,0.133,0.612,117.218,4
spotify:track:0aLv63homTj05lpyh2kvyC,"Lessons In Love - Headhunterz Remix","Lessons In Love (Headhunterz Remix)","Kaskade;Neon Trees;Headhunterz",2012,408000,0,false,,2018-12-24T13:20:15Z,"edm,hardstyle,frenchcore,melbourne bounce,big room,hardcore","541",0.48,0.858,7,-4.096,1,0.0548,0.0546,0.0171,0.655,0.411,150.003,4
spotify:track:52ma4xbdvmhQ5Vw81V8fc5,"Touch (feat. BISHØP)","Touch (feat. BISHØP)","Raven & Kreyn;BISHØP",2018-08-03,155624,16,false,,2018-12-24T13:20:15Z,"future house,bass house,big room","SPRS",0.631,0.949,1,-4.134,0,0.0977,0.000801,0.00318,0.291,0.297,127.98,4
spotify:track:7ouMYWpwJ422jRcDASZB7P,"Knights of Cydonia","Black Holes and Revelations","Muse",2006-06-28,366213,71,false,,2018-12-24T13:20:15Z,"alternative rock,rock","Warner Records",0.366,0.963,11,-5.301,0,0.142,0.000273,0.0122,0.115,0.211,137.114,4
spotify:track:3qrEG6rQ9Qm72MNWeUKKiU,"Wham Bam Shang-A-Lang","Silver","Silver",1976,212840,71,false,,2018-12-24T13:20:15Z,"","Arista/Legacy",0.65,0.759,1,-4.932,1,0.0355,0.353,0,0.155,0.943,121.454,4
spotify:track:3iua7Qv6SauKb6AIRErIDE,"Terror Squad","Reanimated EP","Zomboy",2013-09-09,257142,38,false,,2018-12-24T13:20:15Z,"dubstep,riddim,dub,deathstep,drumstep,bass music,edm","Never Say Die Records",0.633,0.98,1,-3.384,1,0.0959,0.00296,0.0358,0.844,0.567,140.045,4
spotify:track:389MC596K4IN35zaHAyuYz,"Scared To Be Lonely - Brooks Remix","Scared To Be Lonely Remixes Vol. 1","Martin Garrix;Dua Lipa;Brooks",2017-03-17,200624,45,false,,2018-12-24T13:20:15Z,"edm,progressive house,electronica,pop,future house","Epic Amsterdam",0.604,0.796,1,-2.416,0,0.0597,0.0126,0,0.106,0.225,127.991,4
spotify:track:4s2rzq6ZpCfg5ODq0z79QG,"Don't Let Me Down - W&W Remix","Don't Let Me Down (Remixes)","The Chainsmokers;Daya;W&W",2016-05-27,195093,50,false,,2018-12-24T13:20:15Z,"big room,edm","Disruptor Records/Columbia",0.431,0.877,8,-5.677,0,0.121,0.041,0.00128,0.126,0.484,159.897,4
spotify:track:5Z9wQWhRhNs50E4aAlmRRw,"Krishna","Krishna","Dropgun",2018-02-02,160176,25,false,,2018-12-24T13:20:15Z,"future house,big room","Dharma",0.408,0.902,1,-2.024,1,0.0489,0.0254,0.556,0.136,0.101,108.844,3
spotify:track:2BY7ALEWdloFHgQZG6VMLA,"Brandy (You're a Fine Girl)","Looking Glass","Looking Glass",1972,189044,75,false,,2018-12-24T13:20:15Z,"yacht rock","Epic/Legacy",0.716,0.625,1,-11.369,0,0.0601,0.396,0.0000197,0.134,0.826,125.276,4
spotify:track:6oh9UTCsoT7kxbiK9Fz9bq,"Sleepwalker (Virtu Remix)","Ashes (Remixes)","ILLENIUM;Joni Fatora;VIRTU",2016-12-16,235500,0,false,,2018-12-24T13:20:15Z,"melodic bass,future bass,edm","Seeking Blue",0.498,0.75,10,-7.556,1,0.0989,0.0622,0.00000763,0.117,0.216,159.986,4
spotify:track:2HChtLDbJnnaeyS1gCjOWV,"Switch","Switch","Tommy Jayden;Revealed Recordings",2018-06-08,175312,0,false,,2018-12-24T13:20:15Z,"future house,bass house,big room,progressive house,edm","Revealed Recordings",0.737,0.778,5,-3.681,0,0.0677,0.0203,0.559,0.304,0.283,127.992,4
spotify:track:6YyheKQwKEkGtZPHC49JxM,"Lessons In Love - Headhunterz Remix Radio Edit","Lessons In Love (Headhunterz Remix)","Kaskade;Neon Trees;Headhunterz",2012,182577,0,false,,2018-12-24T13:20:15Z,"edm,hardstyle,frenchcore,melbourne bounce,big room,hardcore","541",0.47,0.893,11,-3.855,0,0.0435,0.073,0.00297,0.333,0.6,149.898,4
spotify:track:7b64ZTgp6AOEKm8tFc8qq6,"Descarado - Radio edit","Descarado","Kriss-One",2018-06-22,170624,17,false,,2018-12-24T13:20:15Z,"latin house","E-traxx records",0.527,0.963,7,-4.037,1,0.113,0.0211,0.00672,0.747,0.519,128.044,4
spotify:track:1Vbi3VW07BwaMruQiUIQpL,"I'm Heavy","I'm Heavy","LOOPERS",2018-09-21,178173,18,false,,2018-12-24T13:20:15Z,"bass house,future house,big room","STMPD RCRDS",0.728,0.858,5,-4.523,1,0.107,0.00149,0.143,0.0759,0.553,129.996,4
spotify:track:2TmoOuYeG3A6gXVfV9I8la,"Voltage","Voltage","NWYR",2017-06-12,183181,28,false,,2018-12-24T13:20:15Z,"big room,trance","NWYR Music",0.302,0.893,7,-4.226,0,0.103,0.000915,0.461,0.512,0.191,131.941,4
spotify:track:5v3mBaerfr6GTB2inKxq7M,"Eternal Flame - Single Version","Atomic Kitten","Atomic Kitten",2003-04-22,193520,39,false,,2018-12-24T13:20:15Z,"","Innocent",0.579,0.609,3,-6.391,1,0.0297,0.0362,0.003,0.0695,0.495,83.923,4
spotify:track:3KuUYvIPhTfjFV9KSfXru7,"Long Way Down","Long Way Down","W&W;Darren Styles;Giin",2018-05-07,203001,44,false,,2018-12-24T13:20:15Z,"big room,edm,happy hardcore,hardstyle,hardcore techno","Mainstage Music",0.443,0.918,1,-3.464,0,0.0528,0.00321,0.00753,0.132,0.277,160.043,4
spotify:track:5FM2zyvBsSQtx9HXZ8dFsc,"I Will Survive - Extended Version","Disco Nights","Gloria Gaynor",2001-01-01,194840,33,false,,2018-12-24T13:20:15Z,"disco","Universal Music Group International",0.77,0.692,0,-10.944,1,0.0533,0.0132,0.0192,0.34,0.649,115.953,4
spotify:track:0fgLB3x4AqMd3Pgdm0j6vD,"Bring It Down","Bring It Down","Dyro",2018-06-01,184761,18,false,,2018-12-24T13:20:15Z,"electro house,big room,edm","STMPD RCRDS",0.579,0.955,1,-2.974,1,0.0439,0.00314,0.577,0.387,0.524,125.914,4
spotify:track:1X82c14ZLMF7FMSHsoZ7F5,"Propaganda - TJR & Nom De Strip Remix","Propaganda","DJ Snake",2016-02-19,229480,33,false,,2018-12-24T13:20:15Z,"","DJ Snake Def Jam",0.589,0.968,5,-3.188,1,0.0454,0.00011,0.911,0.637,0.377,129.998,4
spotify:track:2RlgNHKcydI9sayD2Df2xp,"Mr. Blue Sky","Out of the Blue","Electric Light Orchestra",1977,303820,82,false,,2018-12-24T13:20:15Z,"art rock,soft rock","Epic/Legacy",0.388,0.338,10,-10.054,1,0.0329,0.652,0.00000373,0.248,0.478,177.765,4
spotify:track:4DGSugyqDWeRFJv4WpVXm9,"MacArthur Park - Single Version","Walk Away - Collector's Edition The Best Of 1977-1980","Donna Summer",1980-01-01,235333,0,false,,2018-12-24T13:20:15Z,"disco,hi-nrg","Universal Music Group",0.565,0.683,4,-10.607,0,0.0464,0.0683,0.000167,0.025,0.438,131.676,4
spotify:track:6qpt8RfvSz67i1UzPusvFt,"9 to 5","Deadpool 2 (Original Motion Picture Soundtrack)","Dolly Parton",2018-05-18,165426,42,false,,2018-12-24T13:20:15Z,"country,classic country","Columbia",0.506,0.856,6,-4.201,1,0.044,0.465,0,0.495,0.773,104.103,4
spotify:track:0s3nnoMeVWz3989MkNQiRf,"Lucid Dreams","Goodbye & Good Riddance","Juice WRLD",2018-05-23,239835,1,true,,2018-12-24T13:20:15Z,"melodic rap,emo rap","Juice WRLD Mixtape / ISR P&D",0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,4
spotify:track:7kv7zBjMtVf0eIJle2VZxn,"Southern Nights","Southern Nights","Glen Campbell",1977-01-01,180026,76,false,,2018-12-24T13:20:15Z,"classic country","Capitol Records",0.697,0.813,11,-8.89,0,0.0315,0.0989,0.0232,0.583,0.85,95.301,4
spotify:track:5HeKOKc4phmLn8e4I7EkzD,"My Blood","Trench","Twenty One Pilots",2018-10-05,229120,70,false,,2018-12-24T13:20:15Z,"","Fueled By Ramen",0.749,0.723,1,-6.609,1,0.0432,0.0563,0.022,0.0977,0.674,108.999,4
spotify:track:3cx6mhzKNKpRtZ1X0SX8lT,"Weird","Weird","TV Noise",2018-06-29,164761,12,false,,2018-12-24T13:20:15Z,"bass house","STMPD RCRDS",0.907,0.917,1,-4.5,1,0.119,0.000716,0.175,0.0448,0.445,126.039,4
spotify:track:1pydK9Ku0PfTwLyJOGFFQB,"We Control The Sound - Original Mix","We Control The Sound","W&W;Headhunterz",2014-11-11,329342,24,false,,2018-12-24T13:20:15Z,"big room,edm,hardstyle,frenchcore,melbourne bounce,hardcore","Mainstage Music",0.456,0.93,2,-4.332,1,0.179,0.00156,0.688,0.109,0.248,130.882,4
spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,"Without Me","The Eminem Show","Eminem",2002-05-26,290320,89,true,,2018-12-24T13:20:15Z,"rap,hip hop","Eminem Catalog PS",0.908,0.669,7,-2.827,1,0.0738,0.00286,0,0.237,0.662,112.238,4
spotify:track:2HIxJkX0LdWzuvVIQ2VecS,"Police (You Ain't Ready)","Police (You Ain't Ready)","Hardwell;Kura;Anthony B",2017-07-26,153428,0,false,,2018-12-24T13:20:15Z,"big room,edm,progressive house,electronica,reggae,roots reggae,ragga,dancehall,riddim","Revealed Recordings",0.644,0.985,1,-3.098,1,0.255,0.00989,0,0.582,0.38,140.053,4
spotify:track:3AJwUDP919kvQ9QcozQPxg,"Yellow","Parachutes","Coldplay",2000-07-10,266773,91,false,,2018-12-24T13:20:15Z,"","Parlophone UK",0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4
spotify:track:2TSd55BFGI75LVW00mm3c2,"Magic - 2003 Remaster","A's, B's And Rarities","Pilot",2004-12-06,186733,46,false,,2018-12-24T13:20:15Z,"glam rock","Parlophone UK",0.395,0.566,9,-7.379,0,0.0387,0.23,0,0.2,0.757,203.337,4
spotify:track:07TeYiDPE8nUM5rHinBddZ,"Yes / No Goodbye","The Mystifying Oracle","Ghastly",2018-05-04,128400,0,false,,2018-12-24T13:20:15Z,"bass house,dubstep,riddim,edm","Ghastly",0.558,0.732,2,-6.497,1,0.0401,0.0557,0.0146,0.45,0.0467,99.975,4
spotify:track:4Ium8ruFwyhmFNR5i18pBr,"Coming Home","Coming Home","Tiësto;Mesto",2018-03-28,136874,0,false,,2018-12-24T13:20:15Z,"edm,trance,big room,house,future house","Musical Freedom",0.803,0.947,0,-2.961,0,0.0583,0.0228,0.528,0.195,0.549,128.01,4
spotify:track:0a5JptQEIM5ViM5HlV5eRk,"WOLV","WOLV","Dyro",2014-08-25,245548,32,false,,2018-12-24T13:20:15Z,"electro house,big room,edm","WOLV",0.541,0.887,7,-3.714,0,0.0683,0.0000432,0.249,0.322,0.244,130.03,4
spotify:track:1hQFF33xi8ruavZNyovtUN,"December, 1963 (Oh What a Night!)","Who Loves You","The Four Seasons",1975,197146,75,false,,2018-12-24T13:20:15Z,"","Rhino",0.737,0.495,1,-13.489,1,0.027,0.0588,0.00000912,0.0542,0.967,104.409,4
spotify:track:1eLSF6HfrRA0AsNmTkUlKx,"King's Dead (with Kendrick Lamar, Future & James Blake)","Black Panther The Album Music From And Inspired By","Jay Rock;Kendrick Lamar;Future;James Blake",2018-02-09,225266,58,true,,2018-12-24T13:20:15Z,"hip hop,west coast hip hop,rap","Black Panther (TDE/DMG) PS",0.566,0.724,1,-4.573,1,0.323,0.00104,0,0.158,0.408,81.772,4
spotify:track:799ZJmqIOCy589IzlTZ0Wy,"Dusk Till Dawn (feat. Sia) - Brooks Remix","Dusk Till Dawn (The Remixes) (feat. Sia)","ZAYN;Sia;Brooks",2017-09-29,202500,47,false,,2018-12-24T13:20:15Z,"future house,edm","RCA Records Label",0.409,0.772,11,-3.234,0,0.0851,0.0384,0,0.0539,0.392,126.146,4
spotify:track:3nc420PXjTdBV5TN0gCFkS,"Ocean (feat. Khalid)","Ocean (feat. Khalid)","Martin Garrix;Khalid",2018-06-15,216419,66,false,,2018-12-24T13:20:15Z,"edm,progressive house,electronica","Epic Amsterdam",0.506,0.693,0,-7.265,0,0.0412,0.584,0.0000958,0.0891,0.221,139.912,4
spotify:track:5INKIG4QNuD4xq7qZcfPzp,"Bandito","Trench","Twenty One Pilots",2018-10-05,330986,63,false,,2018-12-24T13:20:15Z,"","Fueled By Ramen",0.661,0.52,11,-8.367,0,0.028,0.256,0.0246,0.105,0.427,127.089,4
spotify:track:4xhcyUmVCNu0T9xB3eyed1,"Make The World Ours","Victory Forever EP","Hardwell",2017-06-30,248000,0,false,,2018-12-24T13:20:15Z,"big room,edm,progressive house,electronica","Q-dance Records",0.522,0.969,5,-3.468,0,0.307,0.00945,0.0766,0.433,0.199,149.973,4
spotify:track:57bgtoPSgt236HzfBOd8kj,"Thunderstruck","The Razors Edge","AC/DC",1990-09-24,292333,88,false,,2018-12-24T13:20:15Z,"rock,hard rock,classic rock,rock and roll","Columbia",0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4
spotify:track:44nDouUXDEd1eno4rrhedW,"Slow Down (Anthem Emporium 2013) - Radio Edit","Slow Down (Anthem Emporium 2013)","Showtek",2013-04-05,207021,23,false,,2018-12-24T13:20:15Z,"hardstyle,big room,electronica,edm","Spinnin' Records",0.581,0.956,11,-3.349,0,0.041,0.00611,0.824,0.0978,0.301,129.967,4
spotify:track:2xLMifQCjDGFmkHkpNLD9h,"SICKO MODE","ASTROWORLD","Travis Scott",2018-08-03,312820,83,true,,2018-12-24T13:20:15Z,"rap","Cactus Jack / Epic",0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4
spotify:track:3fpVWegR6YOS1Yk5HSMYIq,"Paranoid","beerbongs & bentleys","Post Malone",2018-04-27,221786,63,false,,2018-12-24T13:20:15Z,"","Republic Records",0.62,0.535,0,-5.428,1,0.0775,0.038,0.0000246,0.167,0.25,159.872,4
spotify:track:0QnjeIN25VdTuwykISJIlJ,"The Things We Do For Love","Deceptive Bends (Remastered version)","10cc",1977,209266,0,false,,2018-12-24T13:20:15Z,"yacht rock,art rock,glam rock","Universal Music Group",0.514,0.542,1,-9.854,1,0.0585,0.146,0,0.0375,0.737,105.252,4
spotify:track:2jt2WxXMCD4zjACthkJQVE,"The Ringer","Kamikaze","Eminem",2018-08-31,337941,63,true,,2018-12-24T13:20:15Z,"rap,hip hop","Eminem Catalog PS",0.939,0.551,1,-9.126,1,0.291,0.0311,0,0.192,0.42,118.552,4
spotify:track:4oLMf4gez3Yx9oy2BOIoTW,"Phobia","Phobia","Radiology",2018-04-13,169697,18,false,,2018-12-24T13:20:15Z,"progressive house,big room","Dharma",0.61,0.945,7,-3.222,1,0.0467,0.0836,0.0101,0.0971,0.268,128.035,4
spotify:track:78WVLOP9pN0G3gRLFy1rAa,"Piano Man","Piano Man","Billy Joel",1973-11-09,339290,61,false,,2018-12-24T13:20:15Z,"soft rock","Columbia",0.334,0.477,0,-8.806,1,0.0276,0.618,0.00000417,0.312,0.405,179.239,3
spotify:track:5vdp5UmvTsnMEMESIF2Ym7,"Another One Bites The Dust - Remastered 2011","The Game (2011 Remaster)","Queen",1980-06-27,214653,83,false,,2018-12-24T13:20:15Z,"classic rock,rock,glam rock","EMI",0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,4
spotify:track:55GxhCTq6SY3tFTVh7z1nR,"Dancing In The Moonlight","Dancing In The Moonlight","King Harvest",1973-01-01,178045,58,false,,2018-12-24T13:20:15Z,"","Universal Music Division Mercury Records",0.653,0.719,10,-5.262,1,0.0363,0.684,0,0.408,0.682,136.153,4
spotify:track:18cCBvygH6yEFDY0cYN3wT,"Divinity","Worlds","Porter Robinson;Amy Millan",2014-08-08,368373,52,false,,2018-12-24T13:20:15Z,"edm,electronic","Astralwerks (ASW)",0.496,0.55,2,-5.418,1,0.034,0.00755,0.0122,0.0814,0.144,90.036,4
spotify:track:08mG3Y1vljYA6bvDt4Wqkj,"Back In Black","Back In Black","AC/DC",1980-07-25,256000,86,false,,2018-12-24T13:20:15Z,"rock,hard rock,classic rock,rock and roll","Columbia",0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4
spotify:track:4yQpMgnJSWXdjrZr8B8XZz,"Countdown - Original Mix","Countdown","Hardwell;MAKJ",2013-10-21,278437,0,false,,2018-12-24T13:20:15Z,"big room,edm,progressive house,electronica,melbourne bounce","Revealed Recordings",0.769,0.977,7,-2.703,1,0.0969,0.0688,0.89,0.0778,0.207,128.005,4
spotify:track:1DnSZ9M8uvX0UebR3dmBNI,"Easy","Commodores","Commodores",1977-01-01,256426,0,false,,2018-12-24T13:20:15Z,"motown,classic soul","Universal Music Group",0.589,0.384,10,-15.075,0,0.0332,0.112,0.000028,0.0596,0.354,132.909,4
spotify:track:0cjjmKf9zEHDdVMjrlaHZX,"You & I","You & I","Mike Williams;Dastic",2017-11-27,179413,34,false,,2018-12-24T13:20:15Z,"future house,big room,edm","Spinnin' Records",0.636,0.723,6,-3.693,0,0.0385,0.181,0.00142,0.0844,0.476,123.948,4
spotify:track:2pYZbplpa2gdrfkogJwXyt,"90s By Nature (feat. MC Ambush) - Radio Mix","90s By Nature (feat. MC Ambush) [Radio Mix]","Showtek;MC Ambush",2015-01-12,169430,0,false,,2018-12-24T13:20:15Z,"hardstyle,big room,electronica,edm","SKINK",0.689,0.864,9,-5.413,1,0.0353,0.228,0.00513,0.199,0.454,128.01,4
spotify:track:7w9bgPAmPTtrkt2v16QWvQ,"Lose Yourself - From ""8 Mile"" Soundtrack","Curtain Call (Deluxe)","Eminem",2005-12-06,326466,13,true,,2018-12-24T13:20:15Z,"rap,hip hop","Universal Music Group",0.701,0.728,2,-4.554,1,0.255,0.00971,0.00115,0.361,0.0591,171.388,4
spotify:track:3Fcfwhm8oRrBvBZ8KGhtea,"Viva La Vida","Viva La Vida or Death and All His Friends","Coldplay",2008-06-19,242373,74,false,,2018-12-24T13:20:15Z,"","Parlophone UK",0.486,0.617,5,-7.115,0,0.0287,0.0954,0.00000323,0.109,0.417,138.015,4
spotify:track:45yEy5WJywhJ3sDI28ajTm,"Here Comes The Sun - Remastered","Abbey Road (Remastered)","The Beatles",1969-09-26,185733,2,false,,2018-12-24T13:20:15Z,"classic rock,psychedelic rock","EMI Catalogue",0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,4
spotify:track:1PYsy4cGp3egbeaQDjIGIa,"Yottabyte","BYLAW EP","Martin Garrix",2018-10-19,210004,39,false,,2018-12-24T13:20:15Z,"edm,progressive house,electronica","Epic Amsterdam",0.634,0.632,5,-4.52,0,0.0313,0.0129,0.000453,0.116,0.449,128.075,4
spotify:track:0bGvZuukKkV5u6tJtTcjli,"Funnel Of Love","Let's Have A Party (The Very Best Of Wanda Jackson)","Wanda Jackson",2011-05-03,131039,0,false,,2018-12-24T13:20:15Z,"rockabilly,psychobilly,rock and roll","Varese Sarabande",0.598,0.675,0,-8.566,1,0.0398,0.541,0,0.286,0.928,135.102,4
spotify:track:53GO7SC0UJhG8Rcuvf5Zub,"Welcome to the Party (with Lil Pump, Juicy J, Famous Dex, & French Montana) - Remix","Welcome to the Party (with Lil Pump, Juicy J, Famous Dex, & French Montana) [Remix]","Diplo;Juicy J;Famous Dex;Lil Pump;French Montana",2018-07-27,182826,45,true,,2018-12-24T13:20:15Z,"moombahton,crunk","Columbia",0.693,0.893,2,-0.257,1,0.15,0.0829,0,0.0921,0.515,171.971,4
spotify:track:68OpE5s8lsKLldbYLu5Vek,"Zoutelande","Aan","BLØF",2017-05-19,219546,0,false,,2018-12-24T13:20:15Z,"nederpop,hollands","BLØF",0.664,0.697,6,-6.427,0,0.027,0.0879,0.0000702,0.148,0.913,128.96,4
spotify:track:77UjLW8j5UAGAGVGhR5oUK,"Pray For Me (with Kendrick Lamar)","Black Panther The Album Music From And Inspired By","The Weeknd;Kendrick Lamar",2018-02-09,211440,68,true,,2018-12-24T13:20:15Z,"hip hop,west coast hip hop","Black Panther (TDE/DMG) PS",0.735,0.677,2,-4.979,1,0.0932,0.0756,0.0000217,0.111,0.187,100.563,4
