Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0sf12qNH5qcw8qpgymFOqD,"Blinding Lights","Blinding Lights","The Weeknd",2019-11-29,201573,23,false,,2020-11-27T12:41:37Z,"","Republic Records",0.512,0.796,1,-4.075,1,0.0645,0.00147,0.000209,0.0938,0.344,171.014,4
spotify:track:7FIWs0pqAYbP91WWM0vlTQ,"Godzilla (feat. Juice WRLD)","Music To Be Murdered By","Eminem;Juice WRLD",2020-01-17,210800,82,true,,2020-11-27T12:41:37Z,"rap,hip hop,melodic rap,emo rap","Shady/Aftermath/Interscope Records",0.808,0.745,10,-5.26,0,0.342,0.145,0,0.292,0.829,165.995,4
spotify:track:3bH4HzoZZFq8UpZmI2AMgV,"New Light","New Light","John Mayer",2018-05-10,216014,2,false,,2020-11-27T12:41:37Z,"singer-songwriter","Snack Money",0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,0.853,123.931,4
spotify:track:6ho0GyrWZN3mhi9zVRW7xi,"Losing It","Losing It","FISHER",2018-07-13,248035,74,false,,2020-11-27T12:41:37Z,"tech house,house","Fisher - Follow the FISH, LLC",0.76,0.964,2,-5.844,1,0.0577,0.00181,0.703,0.0975,0.643,125.003,4
spotify:track:7aAWrDRy3T52A95bDNfdlO,"Voices (feat. TZAR)","Voices (feat. TZAR)","Brooks;KSHMR;Tzar",2020-05-22,192197,39,false,,2020-11-27T12:41:37Z,"future house,edm,big room,slap house,electronica","Dharma",0.668,0.726,9,-4.922,0,0.0537,0.0357,0.00000155,0.232,0.684,127.97,4
spotify:track:63ANvDI7YAyD6BzCpMGkOH,"Nooit Thuis","Nooit Thuis","Boef;Ashafar",2020-06-12,160960,37,true,,2020-11-27T12:41:37Z,"","BOEFMUSIC",0.778,0.743,9,-6.099,0,0.141,0.392,0,0.0631,0.555,121.036,4
spotify:track:5bM3l7YqVvZznboV2EovtQ,"Trumpets - KEVU Remix","Trumpets (Remixes, Pt. 2)","Timmy Trumpet;Lady Bee;Kevu",2018-10-19,200298,0,false,,2020-11-27T12:41:37Z,"melbourne bounce,big room,moombahton,future house,hard techno,techno","Hussle Recordings",0.549,0.985,5,-2.932,1,0.284,0.00598,0.00246,0.275,0.24,150.028,4
spotify:track:3yOlyBJuViE2YSGn3nVE1K,"My Oh My (feat. DaBaby)","Romance","Camila Cabello;DaBaby",2019-12-06,171375,75,false,,2020-11-27T12:41:37Z,"","Syco Music/Epic",0.724,0.491,8,-6.024,1,0.0296,0.018,0.0000129,0.0887,0.383,105.046,4
spotify:track:7jnaow1bGpKO2VkgtYE8Vv,"Tigers","Tigers","Bilal Wahib",2020-06-18,130714,42,false,,2020-11-27T12:41:37Z,"","Top Notch Music BV",0.841,0.485,4,-12.808,0,0.1,0.124,0.00000134,0.166,0.725,111.943,4
spotify:track:4TnjEaWOeW0eKTKIEvJyCa,"Falling","Falling","Trevor Daniel",2018-10-05,159381,3,false,,2020-11-27T12:41:37Z,"","Alamo Records",0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,4
